Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-141.webp?v=1749465828,3,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-909.webp?v=1749465828,4,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-brown-284.webp?v=1749465828,5,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-495.webp?v=1749465828,6,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-952.webp?v=1749465828,7,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-376.webp?v=1749465828,8,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-672.webp?v=1749465828,9,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-664.webp?v=1749465828,10,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-312.webp?v=1749465828,11,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-522.webp?v=1749465828,12,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-107.webp?v=1749465828,13,"",,,,,,,,,,,,,,,,,,,
sac-a-langer-en-cuir-vintage,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/sac-a-langer-en-cuir-vintage-beige-141.webp?v=1749465828,14,"",,,,,,,,,,,,,,,,,,,
petit-sac-a-langer-bebe,Petit sac à langer bébé,"<h2>Description du Produit</h2>
<p>Découvrez le ""Petit Sac à Langer Bébé"", un sac à langer compact et élégant, parfait pour les parents modernes en déplacement.</p>
<p>Conçu en coton de haute qualité, ce sac pratique offre suffisamment d'espace pour ranger jusqu'à six couches ainsi que des biberons, tétines ou lingettes. </p>
<ul>
<li>👜 <strong>Praticité et Portabilité :</strong> La petite poignée en tissu assure que le sac est facile et confortable à porter, parfait pour les sorties rapides.</li>
<li>🔒 <strong>Rangement Sécurisé :</strong> Une fermeture éclair garantit que tous les essentiels de bébé sont stockés en toute sécurité, évitant ainsi tout renversement ou perte accidentelle.</li>
<li>🌸 <strong>Design Élégant :</strong> Disponible en blanc cassé classique avec des motifs brodés adorables, ce sac à langer ajoute une touche de sophistication et de charme à votre collection d'accessoires pour bébé.</li>
<li>📏 <strong>Compact Mais Spacieux :</strong> Malgré sa taille compacte, le sac offre un espace suffisant pour contenir jusqu'à six couches ainsi que d'autres articles essentiels comme des biberons, des tétines ou des lingettes.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Coton</li>
<li>
<strong>Dimensions :</strong> 25cm x 20cm</li>
<li>
<strong>Capacité :</strong> Environ 6 couches</li>
<li>
<strong>Fermeture :</strong> Fermeture éclair avec un petit pompon</li>
<li>
<strong>Options de design :</strong> Motifs brodés d'ours ou de fleurs</li>
<li>
<strong>Genre :</strong> Unisexe</li>
</ul>",Sortie & déplacement,Uncategorized,sac a langer,sac a langer,true,Style,Ourson,,,,,,,,14:365458#bear,0.0,shopify,1000,continue,manual,19.50,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/petit-sac-a-langer-bebe-ourson-677.png?v=1749465804,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/petit-sac-a-langer-bebe-ourson-677.png?v=1749465804,kg,,,active
petit-sac-a-langer-bebe,,,,,,,,,Petites Fleurs,,,,,,,,14:173#snowflake,0.0,shopify,1000,continue,manual,19.50,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/petit-sac-a-langer-bebe-petites-fleurs-374.webp?v=1749465804,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/petit-sac-a-langer-bebe-petites-fleurs-374.webp?v=1749465804,kg,,,
petit-sac-a-langer-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/petit-sac-a-langer-bebe-793.webp?v=1749465804,3,"",,,,,,,,,,,,,,,,,,,
petit-sac-a-langer-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/petit-sac-a-langer-bebe-802.webp?v=1749465804,4,"",,,,,,,,,,,,,,,,,,,
petit-sac-a-langer-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/petit-sac-a-langer-bebe-490.webp?v=1749465804,5,"",,,,,,,,,,,,,,,,,,,
petit-sac-a-langer-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/petit-sac-a-langer-bebe-447.webp?v=1749465804,6,"",,,,,,,,,,,,,,,,,,,
petit-sac-a-langer-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/petit-sac-a-langer-bebe-712.webp?v=1749465804,7,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,Assiette bébé ventouse,"<h2>Description du Produit</h2>
<p>Faites de chaque repas une aventure joyeuse avec notre Assiette Bébé Ventouse! Conçue pour les parents occupés, cette assiette en silicone sans BPA, en forme de chouette adorable, reste solidement en place grâce à sa base antidérapante.</p>
<p>Elle prévient les renversements et les accidents tout en captivant l'attention de votre bébé.</p>
<p>Facile à nettoyer et compatible avec le micro-ondes, elle simplifie la routine quotidienne des repas.</p>
<ul>
<li>🔒 <strong>Prévention des déversements :</strong> La base à ventouse puissante maintient l'assiette en place, minimisant les renversements et les dégâts pendant le repas.</li>
<li>🦉 <strong>Engagement de l'enfant :</strong> La forme adorable de hibou capte l'intérêt de votre bébé, rendant le repas plus captivant et agréable.</li>
<li>🔰 <strong>Sécurité avant tout :</strong> Fabriquée en silicone sans BPA, cette assiette est sûre pour votre enfant.</li>
<li>🧽 <strong>Entretien facile :</strong> Le matériau en silicone rend l'assiette facile à nettoyer, ce qui fait gagner du temps et des efforts aux parents.<br>
</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Silicone sans BPA</li>
<li>
<strong>Forme :</strong> Hibou</li>
<li>
<strong>Caractéristiques :</strong> Base antidérapante avec ventouse</li>
<li>
<strong>Options de couleur :</strong> Multiples disponibles</li>
<li>
<strong>Compartiments :</strong> 3</li>
<li>
<strong>Compatible micro-ondes :</strong> Oui</li>
<li>
<strong>Accessoires inclus :</strong> Couverts en bambou et silicone</li>
</ul>",Maison & confort,Uncategorized,vaisselle,vaisselle,true,Couleur,Bleu,,,,,,,,14:175#Grey Blue,0.0,shopify,1000,continue,manual,19.50,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sdc9cdcffe707485caa09d810dac14b0b4.webp?v=1749465788,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/S24730b8f3cef4eed92bef7eb6c86f8a3t.webp?v=1749465788,kg,,,active
assiette-bebe-ventouse,,,,,,,,,Rose Clair,,,,,,,,14:10#light pink,0.0,shopify,1000,continue,manual,19.50,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/S1b1c1bff4321412eadbb6875d02e6b667.webp?v=1749465788,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sba45af7e93ab4da8abefa27d8702bdf9T.webp?v=1749465788,kg,,,
assiette-bebe-ventouse,,,,,,,,,Beige,,,,,,,,14:29#Beige,0.0,shopify,1000,continue,manual,19.50,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sd6e7679fd971452487ea573e42b22ecdP.webp?v=1749465788,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sb8b13997168948e6bcab565d4543d4e4G.webp?v=1749465788,kg,,,
assiette-bebe-ventouse,,,,,,,,,Vert,,,,,,,,14:193#Green,0.0,shopify,1000,continue,manual,19.50,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sf30a150c03aa4a17ae43fef64e437eddl.webp?v=1749465788,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sf858cba02ca740ffb4bf6b3f39fa40e38.webp?v=1749465788,kg,,,
assiette-bebe-ventouse,,,,,,,,,Rose Foncé,,,,,,,,14:691#Dark Pink,0.0,shopify,1000,continue,manual,19.50,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/S101d2467841441f9bb1bd00fc94b80826.webp?v=1749465788,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sed242cc89952491dbcccac7c6a8bb9f8s.webp?v=1749465788,kg,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sa53afea905f0496983df000c3fc5580dd.webp?v=1749465788,6,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/S9cb4378ee3fa492dbc139a7e7f4db1523.webp?v=1749465788,7,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sd0764e0addc746a89f207a9d07104464N.webp?v=1749465788,8,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/S24730b8f3cef4eed92bef7eb6c86f8a3t.webp?v=1749465788,9,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sba45af7e93ab4da8abefa27d8702bdf9T.webp?v=1749465788,10,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sb8b13997168948e6bcab565d4543d4e4G.webp?v=1749465788,11,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sf858cba02ca740ffb4bf6b3f39fa40e38.webp?v=1749465788,12,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sed242cc89952491dbcccac7c6a8bb9f8s.webp?v=1749465788,13,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/Sa90fd4a321c1456c9d42b7a892b39119L.webp?v=1749465788,14,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/S66cc2ddb87f747ab9a58883b01026cd9m.webp?v=1749465788,15,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/S0941d4ed2ee94bc3ae67e1bed4e80fbek.webp?v=1749465788,16,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/S1182e1f4305a486ea05b1720b01a7cd8a.webp?v=1749465788,17,"",,,,,,,,,,,,,,,,,,,
assiette-bebe-ventouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/S7159d41f3538460eadac29f7ea41799bN.webp?v=1749465788,18,"",,,,,,,,,,,,,,,,,,,
jeu-deveil-bebe,Jeu d'éveil bébé,"<h2>Description du Produit</h2>
<p>Offrez à votre bébé une expérience sensorielle enrichissante avec le Jeu D'éveil Bébé ! Conçu en bois de haute qualité, ce jouet durable stimule la croissance et l'apprentissage des enfants de 7 à 36 mois.</p>
<ul>
<li>👶 <strong>Développement Sensoriel :</strong> Stimule la coordination des mouvements, de la vision et de l'ouïe.</li>
<li>🧠 <strong>Pensée Logique :</strong> Encourage la curiosité et la réflexion logique grâce à ses couleurs vives et formes géométriques.</li>
<li>🎨 <strong>Apprentissage Précoce :</strong> Aide à l'apprentissage des formes et des couleurs dès le plus jeune âge.</li>
<li>🔊 <strong>Éléments Sonores :</strong> Intègre des éléments sonores et musicaux pour une expérience sensorielle complète.</li>
<li>🌟 <strong>Ludique et Éducatif :</strong> Offre une expérience amusante tout en étant éducative, gardant votre bébé engagé.</li>
<li>🌳 <strong>Dureté et Qualité :</strong> Fabriqué en bois de haute qualité, garantissant durabilité même avec un jeu énergique.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Bois</li>
<li>
<strong>Âge recommandé :</strong> 7-36 mois</li>
<li>
<strong>Dimensions :</strong> 18.5 x 12.5 x 15.8 cm</li>
<li>
<strong>Forme :</strong> Forme géométrique<strong></strong>
</li>
</ul>",Jouets & éveil,,jouet en bois,jouet en bois,true,Title,Default Title,,,,,,,,14:29#Spinning Drum Infant,0.0,shopify,1000,continue,manual,29.90,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/jeu-d-eveil-bebe-bois-649.webp?v=1749465757,1,"",false,,,,,,,,,,,,,,,kg,,,active
jeu-deveil-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/jeu-d-eveil-bebe-bois-207.webp?v=1749465757,2,"",,,,,,,,,,,,,,,,,,,
jeu-deveil-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/jeu-d-eveil-bebe-bois-341.webp?v=1749465757,3,"",,,,,,,,,,,,,,,,,,,
jeu-deveil-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/jeu-d-eveil-bebe-bois-773.webp?v=1749465757,4,"",,,,,,,,,,,,,,,,,,,
jeu-deveil-bebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/jeu-d-eveil-bebe-bois-580.webp?v=1749465757,5,"",,,,,,,,,,,,,,,,,,,
lange-demmaillotage-confort-naturel,Lange d'emmaillotage - confort naturel,"<h2>Description du Produit</h2>
<p>Enveloppez votre bébé dans un confort ultime avec notre lange d'emmaillotage - Confort Naturel. Fabriqué en coton doux et respirant, ce lange offre une douceur inégalée tout en assurant une sécurité réconfortante pour des nuits paisibles et des siestes tranquilles. </p>
<ul>
<li>🌿 <strong>Douceur &amp; Confort :</strong> Le coton doux et respirant assure un confort optimal pour votre bébé à tout moment.</li>
<li>🔄 <strong>Facilité d'utilisation :</strong> La fermeture éclair sur toute la longueur permet des changements de couche rapides et faciles sans déranger le bébé.</li>
<li>🎨 <strong>Attrait esthétique :</strong> Le motif élégant offre une touche visuelle apaisante tout en étant stylé.</li>
<li>🔒 <strong>Sécurité &amp; Sécurité :</strong> Les attaches réglables et le tissu extensible offrent un ajustement flexible qui grandit avec votre bébé, assurant qu'il soit bien emmailloté.</li>
<li>🧼 <strong>Entretien facile :</strong> Facile à nettoyer, il maintient sa qualité même après de nombreux lavages.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Coton doux et respirant</li>
<li>
<strong>Tailles disponibles :</strong> Petit (55 cm), Moyen (65 cm), Grand (75 cm)</li>
<li>
<strong>Âge recommandé :</strong> 0 - 12 mois</li>
<li>
<strong>Caractéristiques de conception :</strong> Fermeture éclair sur toute la longueur pour des changements de couche faciles, design sans manches pour une liberté de mouvement</li>
<li>
<strong>Durabilité :</strong> Tissus de haute qualité conçus pour résister à une utilisation quotidienne et à des lavages fréquents</li>
</ul>",Mobiliers & Accessoires,Uncategorized,vetement pour bébé,vetement pour bébé,true,Motif,Blé,,Taille,S (0-3mois),,,,,LangeEmmaillotage-1,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/199.jpg?v=1749465747,1,"",false,,"Description du Produit Enveloppez votre bébé dans un confort ultime avec notre lange d'emmaillotage - Confort Naturel. Fabriqué en coton doux et respirant, ce lange offre une douceur inégalée tout en assurant une sécurité réconfortante pour des nuits paisibles et des siestes tranquilles. 🌿 Douceur & Confort : Le coton doux et respirant assure un confort optimal pour votre bébé à tout moment. 🔄 Facilité d'utilisation : La fermeture éclair sur toute la longueur permet des changements de couche rapides et faciles sans déranger le bébé. 🎨 Attrait esthétique : Le motif élégant offre une touche visuelle apaisante tout en étant stylé. 🔒 Sécurité & Sécurité : Les attaches réglables et le tissu extensible offrent un ajustement flexible qui grandit avec votre bébé, assurant qu'il soit bien emmailloté. 🧼 Entretien facile : Facile à nettoyer, il maintient sa qualité même après de nombreux lavages. Caractéristiques techniques Matière : Coton doux et respirant Tailles disponibles : Petit (55 cm), Moyen (65 cm), Grand (75 cm) Âge recommandé : 0 - 12 mois Caractéristiques de conception : Fermeture éclair sur toute la longueur pour des changements de couche faciles, design sans manches pour une liberté de mouvement Durabilité : Tissus de haute qualité conçus pour résister à une utilisation quotidienne et à des lavages fréquents",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/199.jpg?v=1749465747,kg,,,active
lange-demmaillotage-confort-naturel,,,,,,,,,Blé,,,M (3-6mois),,,,,LangeEmmaillotage,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/192_253803b6-a0f4-489e-9669-87761abdf7c5.jpg?v=1749465747,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/199.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Blé,,,L (6-12mois),,,,,LangeEmmaillotage,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/193.jpg?v=1749465747,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/199.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Pissenlit,,,S (0-3mois),,,,,LangeEmmaillotage-2,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/200.jpg?v=1749465747,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/200.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Pissenlit,,,M (3-6mois),,,,,LangeEmmaillotage,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/201.jpg?v=1749465747,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/200.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Pissenlit,,,L (6-12mois),,,,,LangeEmmaillotage,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/202.jpg?v=1749465747,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/200.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Renard,,,S (0-3mois),,,,,LangeEmmaillotage-3,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/203.jpg?v=1749465747,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/201.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Renard,,,M (3-6mois),,,,,LangeEmmaillotage,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/194.jpg?v=1749465747,8,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/201.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Renard,,,L (6-12mois),,,,,LangeEmmaillotage,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/195.jpg?v=1749465747,9,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/201.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Feuille,,,S (0-3mois),,,,,LangeEmmaillotage-4,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/196.jpg?v=1749465747,10,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/202.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Feuille,,,M (3-6mois),,,,,LangeEmmaillotage,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/197.jpg?v=1749465747,11,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/202.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Feuille,,,L (6-12mois),,,,,LangeEmmaillotage,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/198.jpg?v=1749465747,12,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/202.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Dinosaure,,,S (0-3mois),,,,,LangeEmmaillotage-5,0.0,shopify,1000,continue,manual,39.99,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/204.jpg?v=1749465747,13,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/203.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Dinosaure,,,M (3-6mois),,,,,LangeEmmaillotage,0.0,shopify,1000,continue,manual,39.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/203.jpg?v=1749465747,kg,,,
lange-demmaillotage-confort-naturel,,,,,,,,,Dinosaure,,,L (6-12mois),,,,,LangeEmmaillotage,0.0,shopify,1000,continue,manual,39.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/203.jpg?v=1749465747,kg,,,
combinaison-douillette-hiver-bebe,Combinaison douillette hiver bébé,"<h2>Description du Produit</h2>
<p>Enveloppez votre petit trésor dans une chaleur et une douceur inégalées cet hiver avec notre ""Combinaison Douillette Hiver Bébé"". Confectionnée en tissu polaire ultra-doux 100% coton, cette combinaison assure un confort exceptionnel tout en étant douce pour la peau sensible de votre bébé.</p>
<ul>
<li>🧸 <strong>Douceur Inégalée :</strong> Le tissu polaire ultra-doux est délicat sur la peau sensible de votre bébé, offrant une sensation caressante à chaque mouvement.</li>
<li>🔥 <strong>Chaleur &amp; Confort :</strong> Conçue pour garder votre bébé au chaud pendant les journées fraîches d'automne et d'hiver, assurant un confort optimal quel que soit le temps.</li>
<li>🐻 <strong>Design Adorable :</strong> Le motif ours charmant et la capuche ludique avec des oreilles d'ours font de votre bébé le centre de l'attention lors des sorties.</li>
<li>🌈 <strong>Variété de Couleurs :</strong> La large gamme de couleurs permet aux parents de choisir la teinte parfaite qui reflète la personnalité de leur bébé.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Tissu polaire ultra-doux en 100% coton</li>
<li>
<strong>Tranche d'âge :</strong> Convient aux bébés de 0 à 18 mois</li>
<li>
<strong>Caractéristiques de conception :</strong> Motif ours sur la poitrine, capuche avec oreilles d'ours</li>
<li>
<strong>Options de couleur :</strong> Disponible dans une variété de couleurs allant des neutres apaisants aux teintes vibrantes</li>
</ul>",Vêtements & Accessoires,Uncategorized,vetement pour bébé,vetement pour bébé,true,Couleur,Noir,,Taille,0-3M (66CM),,,,,LittleBear-1,0.0,shopify,1000,continue,manual,29.90,,true,false,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/51_eec0f4d9-e3ab-4909-8ee5-c3c5de13eae6.jpg?v=1749465718,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0926/6413/6028/files/65_2757e891-a255-4fa5-83c7-f9e00d1926d2.jpg?v=1749465718,kg,,,active
